"Hash","RelativePath","FullPath","SizeBytes","Reason"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\atomic_clips\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t3931200.00-t3967200.00.mp4","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\041__2025-09-20__TSC_vs_RVFC__CORNER__t3931200.00-t3967200.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\atomic_clips\2025-09-20__TSC_vs_RVFC\042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4","C:\Users\scott\soccer-video\out\atomic_clips\2025-09-20__TSC_vs_RVFC\042__2025-09-20__TSC_vs_RVFC__CORNER__t3992400.00-t4057200.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\atomic_clips\2025-10-04__TSC_vs_FC\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4","C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\001__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t18900.00-t20340.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\001__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t18900.00-t20340.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\002__2025-09-20__TSC_vs_Greenwood__GOAL__t20400.00-t21180.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\002__2025-09-20__TSC_vs_Greenwood__GOAL__t20400.00-t21180.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\002__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t7920.00-t8880.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\002__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t7920.00-t8880.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\003__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t25260.00-t26460.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\003__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t25260.00-t26460.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
"697A80B4D2F36FC9D90D54317F0AFEC380B196F21A6056F9933DB06683FBC62E","out\reels\portrait_1080x1920\003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.mp4","C:\Users\scott\soccer-video\out\reels\portrait_1080x1920\003__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t15480.00-t16260.00.mp4","261","R19c:cross-bucket-demote:keep-portrait_export"
